user_id,feature_name,usage_date
U0117,mobile_deposit,2022-05-30
U0117,budget_tracker,2022-03-07
U0118,debit_card,2022-08-30
U0119,debit_card,2023-03-06
U0119,mobile_deposit,2022-10-25
U0119,budget_tracker,2023-04-08
U0120,budget_tracker,2022-05-13
U0120,debit_card,2022-09-07
U0121,debit_card,2023-02-08
U0122,referral_program,2023-03-16
U0122,mobile_deposit,2023-08-29
U0123,budget_tracker,2022-08-23
U0123,bill_pay,2022-12-11
U0124,bill_pay,2022-10-04
U0124,referral_program,2022-08-16
U0125,debit_card,2022-11-26
U0126,mobile_deposit,2022-09-02
U0126,debit_card,2022-10-26
U0127,debit_card,2022-09-27
U0128,mobile_deposit,2023-06-05
U0129,referral_program,2022-10-01
U0129,debit_card,2022-06-05
U0130,budget_tracker,2023-01-03
U0131,debit_card,2023-05-23
U0132,budget_tracker,2023-06-07
U0133,referral_program,2023-06-25
U0134,bill_pay,2022-12-24
U0134,debit_card,2022-09-27
U0135,bill_pay,2022-10-18
U0136,referral_program,2023-04-26
U0136,mobile_deposit,2023-07-20
U0136,debit_card,2023-05-19
U0137,debit_card,2022-07-24
U0137,mobile_deposit,2022-03-20
U0138,referral_program,2022-11-24
U0138,budget_tracker,2023-02-15
U0138,debit_card,2022-07-26
U0139,budget_tracker,2022-05-06
U0139,debit_card,2022-05-10
U0140,referral_program,2023-01-17
U0140,mobile_deposit,2023-07-09
U0141,debit_card,2023-04-29
U0142,mobile_deposit,2023-01-08
U0143,bill_pay,2022-09-21
U0143,budget_tracker,2022-03-01
U0144,bill_pay,2022-06-30
U0144,mobile_deposit,2022-07-18
U0144,debit_card,2022-07-09
U0145,debit_card,2023-01-25
U0145,budget_tracker,2022-12-29
U0146,mobile_deposit,2023-05-19
U0146,bill_pay,2023-05-30
U0147,bill_pay,2023-06-12
U0148,budget_tracker,2022-07-07
U0148,debit_card,2023-02-02
U0149,bill_pay,2022-07-05
U0150,debit_card,2022-10-25
U0150,mobile_deposit,2022-03-08
U0151,debit_card,2022-07-11
U0151,referral_program,2022-10-02
U0152,mobile_deposit,2022-06-06
U0153,mobile_deposit,2023-03-05
U0153,referral_program,2022-07-12
U0153,debit_card,2023-01-15
U0154,debit_card,2023-07-13
U0155,budget_tracker,2023-04-09
U0156,budget_tracker,2023-01-25
U0156,mobile_deposit,2023-04-04
U0156,debit_card,2022-12-15
U0157,debit_card,2022-12-08
U0158,bill_pay,2023-06-18
U0158,budget_tracker,2023-03-05
U0158,referral_program,2023-07-22
U0159,debit_card,2022-04-08
U0160,bill_pay,2022-07-07
U0161,mobile_deposit,2022-03-28
U0161,referral_program,2022-03-07
U0161,debit_card,2022-03-24
U0162,debit_card,2022-04-05
U0162,budget_tracker,2022-09-29
U0163,bill_pay,2023-01-17
U0163,referral_program,2022-10-29
U0163,budget_tracker,2022-08-12
U0164,debit_card,2023-04-01
U0164,referral_program,2023-03-04
U0164,budget_tracker,2023-05-07
U0165,debit_card,2022-02-27
U0165,mobile_deposit,2022-08-07
U0166,budget_tracker,2022-09-23
U0167,bill_pay,2022-11-19
U0168,budget_tracker,2023-05-14
U0169,referral_program,2023-07-11
U0169,mobile_deposit,2022-12-02
U0170,bill_pay,2023-07-17
U0170,budget_tracker,2023-06-15
U0171,bill_pay,2023-02-09
U0171,budget_tracker,2022-11-10
U0171,debit_card,2022-12-05
U0172,debit_card,2023-09-23
U0173,budget_tracker,2023-01-09
U0173,mobile_deposit,2023-05-15
U0173,referral_program,2023-06-07
U0174,debit_card,2022-09-08
U0174,referral_program,2022-08-22
U0174,mobile_deposit,2023-01-19
U0175,debit_card,2023-01-24
U0175,budget_tracker,2023-04-05
U0175,mobile_deposit,2023-01-28
U0176,bill_pay,2023-02-05
U0176,mobile_deposit,2022-10-26
U0176,referral_program,2023-05-10
U0177,budget_tracker,2022-07-07
U0177,mobile_deposit,2022-07-04
U0178,debit_card,2022-09-13
U0178,mobile_deposit,2022-08-24
U0178,bill_pay,2022-06-23
U0179,debit_card,2023-04-29
U0179,bill_pay,2023-04-21
U0179,mobile_deposit,2023-03-18
U0180,debit_card,2023-03-11
U0180,referral_program,2022-12-15
U0181,mobile_deposit,2023-07-20
U0181,referral_program,2023-03-09
U0181,budget_tracker,2023-09-11
U0182,debit_card,2022-08-31
U0182,mobile_deposit,2022-08-13
U0183,referral_program,2022-07-27
U0184,debit_card,2023-03-20
U0184,bill_pay,2022-12-04
U0185,mobile_deposit,2022-06-27
U0185,referral_program,2023-02-06
U0185,budget_tracker,2022-07-09
U0186,mobile_deposit,2023-05-25
U0186,referral_program,2023-04-22
U0186,budget_tracker,2022-11-16
U0187,mobile_deposit,2023-02-01
U0187,bill_pay,2023-05-25
U0187,referral_program,2023-05-20
U0188,debit_card,2023-06-03
U0189,budget_tracker,2022-08-13
U0190,budget_tracker,2023-02-15
U0190,referral_program,2023-03-02
U0190,debit_card,2022-10-05
U0191,budget_tracker,2023-08-05
U0191,bill_pay,2023-03-08
U0191,mobile_deposit,2023-01-06
U0192,budget_tracker,2022-08-10
U0192,mobile_deposit,2023-01-21
U0192,referral_program,2022-09-21
U0193,mobile_deposit,2022-11-26
U0193,referral_program,2022-06-16
U0193,bill_pay,2022-05-24
U0194,referral_program,2022-11-14
U0194,mobile_deposit,2022-11-16
U0194,budget_tracker,2023-01-26
U0195,budget_tracker,2023-04-12
U0195,bill_pay,2022-07-24
U0195,debit_card,2023-01-21
U0196,mobile_deposit,2022-07-29
U0196,bill_pay,2022-09-16
U0197,mobile_deposit,2023-05-11
U0197,budget_tracker,2023-03-05
U0198,debit_card,2022-07-09
U0198,mobile_deposit,2022-03-21
U0199,referral_program,2023-02-04
U0200,mobile_deposit,2023-08-05
U0201,bill_pay,2022-06-29
U0201,budget_tracker,2022-09-26
U0201,referral_program,2022-08-13
U0202,mobile_deposit,2022-08-29
U0202,bill_pay,2022-09-26
U0202,debit_card,2022-05-01
U0203,mobile_deposit,2023-02-10
U0204,debit_card,2022-08-18
U0205,budget_tracker,2022-10-24
U0206,bill_pay,2023-02-08
U0206,referral_program,2022-08-05
U0206,budget_tracker,2022-11-11
U0207,mobile_deposit,2022-01-30
U0208,budget_tracker,2022-12-21
U0208,mobile_deposit,2022-06-01
U0208,bill_pay,2022-09-24
U0209,budget_tracker,2023-03-22
U0209,debit_card,2022-12-28
U0210,bill_pay,2022-07-02
U0210,mobile_deposit,2022-09-25
U0210,referral_program,2022-07-25
U0211,mobile_deposit,2022-12-25
U0212,budget_tracker,2022-09-03
U0212,debit_card,2023-04-03
U0213,mobile_deposit,2022-11-30
U0213,bill_pay,2022-12-17
U0213,budget_tracker,2023-01-13
U0214,bill_pay,2022-10-23
U0215,referral_program,2022-12-06
U0216,budget_tracker,2022-03-19
U0217,mobile_deposit,2023-03-24
U0217,budget_tracker,2022-07-20
U0218,mobile_deposit,2023-05-06
U0218,bill_pay,2022-08-12
U0218,budget_tracker,2023-01-11
U0219,debit_card,2022-08-29
U0219,mobile_deposit,2022-12-10
U0219,referral_program,2022-09-25
U0220,mobile_deposit,2023-05-02
U0220,debit_card,2022-12-21
U0221,budget_tracker,2023-01-09
U0222,referral_program,2023-01-07
U0222,mobile_deposit,2023-06-09
U0223,debit_card,2023-03-28
U0223,budget_tracker,2022-07-24
U0223,bill_pay,2023-04-23
U0224,mobile_deposit,2022-08-25
U0225,debit_card,2022-07-04
U0225,referral_program,2022-11-01
U0225,budget_tracker,2022-09-14
U0226,debit_card,2023-04-05
U0227,budget_tracker,2022-12-24
U0227,debit_card,2022-12-05
U0228,referral_program,2022-11-07
U0228,mobile_deposit,2023-03-11
U0228,bill_pay,2023-05-05
U0229,mobile_deposit,2023-01-24
U0229,debit_card,2023-07-28
U0229,budget_tracker,2023-04-12
U0230,referral_program,2022-07-26
U0231,mobile_deposit,2022-11-24
U0231,debit_card,2023-02-04
U0232,budget_tracker,2023-02-06
U0233,bill_pay,2022-07-30
U0233,budget_tracker,2022-06-20
U0234,bill_pay,2022-12-31
U0234,budget_tracker,2023-01-15
U0235,debit_card,2022-08-08
U0235,bill_pay,2023-04-08
U0235,referral_program,2022-11-10
U0236,budget_tracker,2022-07-14
U0236,bill_pay,2022-11-24
U0237,referral_program,2022-12-30
U0237,budget_tracker,2022-10-28
U0237,bill_pay,2022-10-26
U0238,debit_card,2023-07-06
U0239,budget_tracker,2023-06-07
U0239,bill_pay,2023-07-14
U0239,debit_card,2023-06-25
U0240,referral_program,2022-10-23
U0240,debit_card,2023-01-29
U0241,debit_card,2022-12-02
U0242,debit_card,2023-02-18
U0242,budget_tracker,2022-09-23
U0243,budget_tracker,2023-04-06
U0243,mobile_deposit,2023-05-14
U0244,mobile_deposit,2022-09-03
U0244,budget_tracker,2022-08-27
U0245,referral_program,2022-12-10
U0246,mobile_deposit,2023-03-06
U0246,referral_program,2023-06-14
U0247,budget_tracker,2023-03-01
U0247,referral_program,2023-04-10
U0248,budget_tracker,2023-08-04
U0248,debit_card,2023-08-12
U0249,debit_card,2022-08-22
U0249,budget_tracker,2022-06-20
U0249,bill_pay,2022-11-01
U0250,bill_pay,2022-05-12
U0251,mobile_deposit,2023-03-12
U0251,bill_pay,2023-01-21
U0251,debit_card,2023-07-17
U0252,budget_tracker,2023-02-24
U0252,referral_program,2023-03-23
U0252,debit_card,2023-06-15
U0253,budget_tracker,2022-08-31
U0253,debit_card,2023-02-27
U0254,referral_program,2023-05-08
U0254,bill_pay,2023-04-26
U0255,budget_tracker,2022-08-10
U0256,referral_program,2022-12-24
U0256,debit_card,2023-07-12
U0256,bill_pay,2023-04-09
U0257,mobile_deposit,2022-08-02
U0258,bill_pay,2023-02-25
U0258,referral_program,2023-04-20
U0259,referral_program,2023-02-12
U0260,mobile_deposit,2022-09-12
U0260,referral_program,2023-03-07
U0260,bill_pay,2023-01-01
U0261,mobile_deposit,2023-01-04
U0262,bill_pay,2023-01-13
U0262,referral_program,2022-10-08
U0262,budget_tracker,2022-08-14
U0263,referral_program,2022-04-04
U0263,mobile_deposit,2022-10-08
U0264,mobile_deposit,2022-01-09
U0265,mobile_deposit,2023-04-13
U0265,debit_card,2023-02-08
U0265,budget_tracker,2023-03-29
U0266,mobile_deposit,2022-10-28
U0266,bill_pay,2022-12-08
U0267,debit_card,2022-09-17
U0267,bill_pay,2022-08-02
U0268,referral_program,2022-07-25
U0269,debit_card,2022-07-26
U0269,budget_tracker,2023-02-02
U0270,referral_program,2022-08-31
U0271,budget_tracker,2022-12-16
U0271,debit_card,2023-03-24
U0271,referral_program,2023-01-06
U0272,budget_tracker,2022-05-18
U0273,budget_tracker,2023-03-08
U0273,referral_program,2023-01-29
U0273,bill_pay,2022-08-07
U0274,bill_pay,2023-02-26
U0274,referral_program,2023-06-27
U0274,mobile_deposit,2023-05-24
U0275,debit_card,2022-11-12
U0275,mobile_deposit,2023-03-13
U0275,bill_pay,2022-12-17
U0276,referral_program,2022-05-28
U0276,bill_pay,2022-06-18
U0277,budget_tracker,2022-10-17
U0277,debit_card,2022-08-31
U0277,mobile_deposit,2023-01-06
U0278,referral_program,2022-12-09
U0278,mobile_deposit,2022-05-23
U0279,referral_program,2022-12-07
U0279,bill_pay,2022-10-15
U0279,mobile_deposit,2022-10-27
U0280,referral_program,2023-03-13
U0281,budget_tracker,2022-11-25
U0282,referral_program,2022-06-07
U0282,bill_pay,2022-11-08
U0283,debit_card,2022-08-20
U0283,referral_program,2022-05-24
U0283,mobile_deposit,2022-08-13
U0284,debit_card,2022-12-15
U0284,budget_tracker,2022-11-22
U0285,debit_card,2023-07-10
U0285,mobile_deposit,2023-03-31
U0285,bill_pay,2023-06-25
U0286,referral_program,2022-09-15
U0287,budget_tracker,2023-03-08
U0287,mobile_deposit,2023-06-06
U0288,referral_program,2022-05-30
U0289,budget_tracker,2022-11-01
U0289,mobile_deposit,2023-01-02
U0290,debit_card,2023-01-15
U0290,mobile_deposit,2022-08-09
U0290,budget_tracker,2022-10-09
U0291,referral_program,2023-07-16
U0291,debit_card,2023-04-20
U0291,bill_pay,2023-03-29
U0292,budget_tracker,2023-08-08
U0293,bill_pay,2022-12-02
U0293,budget_tracker,2022-11-02
U0294,referral_program,2022-12-03
U0294,budget_tracker,2023-04-13
U0294,mobile_deposit,2023-01-18
U0295,debit_card,2022-10-02
U0295,mobile_deposit,2022-11-24
U0296,mobile_deposit,2022-09-02
U0297,bill_pay,2023-01-27
U0298,debit_card,2023-01-15
U0299,bill_pay,2022-04-19
U0299,debit_card,2022-07-22
U0299,mobile_deposit,2022-09-17
U0300,mobile_deposit,2023-05-22
U0300,debit_card,2023-05-30
U0300,budget_tracker,2023-05-21
U0301,budget_tracker,2022-12-31
U0301,referral_program,2022-12-28
U0301,bill_pay,2023-05-17
U0302,bill_pay,2023-06-20
U0302,budget_tracker,2023-03-22
U0302,mobile_deposit,2023-02-15
U0303,debit_card,2022-12-07
U0304,debit_card,2023-02-25
U0305,budget_tracker,2022-07-22
U0306,budget_tracker,2022-08-14
U0306,bill_pay,2022-08-01
U0307,budget_tracker,2022-10-21
U0307,debit_card,2023-01-20
U0308,bill_pay,2022-07-05
U0309,bill_pay,2022-09-30
U0309,mobile_deposit,2023-02-24
U0310,budget_tracker,2022-11-22
U0310,bill_pay,2023-02-09
U0310,referral_program,2023-02-08
U0311,debit_card,2022-03-29
U0311,budget_tracker,2022-04-13
U0312,debit_card,2023-04-25
U0313,referral_program,2023-08-27
U0313,bill_pay,2023-07-25
U0313,mobile_deposit,2023-01-02
U0314,bill_pay,2022-03-30
U0314,budget_tracker,2022-03-09
U0314,mobile_deposit,2022-11-02
U0315,referral_program,2023-01-11
U0315,bill_pay,2023-05-13
U0315,mobile_deposit,2022-11-25
U0316,budget_tracker,2023-05-31
U0317,bill_pay,2022-04-14
U0317,referral_program,2022-10-02
U0317,debit_card,2022-04-06
U0318,bill_pay,2023-03-17
U0319,referral_program,2023-07-24
U0319,budget_tracker,2022-11-28
U0319,debit_card,2023-02-27
U0320,bill_pay,2023-06-07
U0320,budget_tracker,2022-11-12
U0321,bill_pay,2022-05-16
U0321,mobile_deposit,2022-07-18
U0321,referral_program,2023-01-23
U0322,budget_tracker,2023-04-21
U0323,budget_tracker,2023-05-29
U0323,bill_pay,2023-03-19
U0323,debit_card,2023-02-18
U0324,debit_card,2023-04-23
U0324,bill_pay,2023-03-01
U0325,mobile_deposit,2023-02-13
U0326,mobile_deposit,2022-02-09
U0327,debit_card,2022-09-29
U0327,referral_program,2022-03-09
U0327,mobile_deposit,2022-09-24
U0328,referral_program,2022-09-29
U0328,mobile_deposit,2022-12-19
U0328,bill_pay,2023-03-24
U0329,referral_program,2022-10-18
U0329,debit_card,2022-04-16
U0329,bill_pay,2022-07-06
U0330,bill_pay,2022-02-19
U0330,budget_tracker,2022-07-12
U0331,referral_program,2022-07-19
U0331,budget_tracker,2022-11-21
U0332,budget_tracker,2022-09-07
U0332,mobile_deposit,2022-10-22
U0333,referral_program,2022-06-18
U0333,debit_card,2022-10-18
U0333,budget_tracker,2022-08-09
U0334,mobile_deposit,2022-05-10
U0334,bill_pay,2022-03-05
U0334,referral_program,2022-07-22
U0335,referral_program,2022-08-15
U0335,debit_card,2022-07-13
U0336,bill_pay,2022-09-30
U0336,referral_program,2022-08-25
U0337,debit_card,2023-05-05
U0337,mobile_deposit,2022-11-06
U0337,budget_tracker,2023-05-20
U0338,debit_card,2022-09-30
U0339,budget_tracker,2023-05-09
U0340,debit_card,2023-06-12
U0341,debit_card,2023-06-12
U0341,budget_tracker,2022-11-16
U0342,debit_card,2023-03-04
U0343,referral_program,2022-10-30
U0344,debit_card,2022-10-08
U0345,debit_card,2023-02-01
U0345,referral_program,2022-08-31
U0346,bill_pay,2022-08-11
U0346,referral_program,2022-08-10
U0346,debit_card,2022-08-23
U0347,bill_pay,2023-03-24
U0347,mobile_deposit,2022-10-01
U0348,budget_tracker,2022-11-11
U0349,bill_pay,2022-08-03
U0350,mobile_deposit,2023-02-25
U0350,referral_program,2022-12-15
U0350,debit_card,2022-10-07
U0351,debit_card,2023-05-29
U0351,budget_tracker,2023-06-13
U0351,bill_pay,2023-01-03
U0352,mobile_deposit,2022-11-26
U0352,budget_tracker,2022-09-11
U0352,referral_program,2023-02-25
U0353,referral_program,2022-02-08
U0353,mobile_deposit,2022-02-07
U0353,budget_tracker,2022-02-01
U0354,debit_card,2022-12-14
U0355,bill_pay,2023-05-08
U0355,mobile_deposit,2023-03-18
U0355,debit_card,2023-04-23
U0356,bill_pay,2022-02-26
U0356,debit_card,2022-06-22
U0356,referral_program,2022-04-02
U0357,budget_tracker,2022-11-12
U0357,referral_program,2022-07-06
U0357,debit_card,2022-08-03
U0358,budget_tracker,2023-02-04
U0359,mobile_deposit,2023-10-07
U0359,budget_tracker,2023-02-07
U0360,mobile_deposit,2023-02-01
U0360,bill_pay,2023-02-08
U0360,budget_tracker,2023-04-14
U0361,referral_program,2023-01-15
U0361,mobile_deposit,2023-03-16
U0362,debit_card,2022-12-30
U0362,bill_pay,2022-05-21
U0362,mobile_deposit,2022-10-31
U0363,bill_pay,2023-04-15
U0363,mobile_deposit,2022-11-06
U0364,referral_program,2023-06-21
U0364,bill_pay,2023-07-21
U0364,budget_tracker,2023-08-03
U0365,mobile_deposit,2022-06-12
U0365,referral_program,2023-01-05
U0366,bill_pay,2022-06-30
U0367,debit_card,2023-02-16
U0368,budget_tracker,2022-11-08
U0368,referral_program,2023-06-01
U0368,bill_pay,2023-04-29
U0369,budget_tracker,2023-01-04
U0370,mobile_deposit,2023-03-25
U0370,debit_card,2023-06-28
U0371,mobile_deposit,2023-03-14
U0372,debit_card,2022-06-30
U0372,mobile_deposit,2022-08-02
U0373,budget_tracker,2022-08-06
U0373,bill_pay,2022-05-16
U0373,debit_card,2022-09-24
U0374,referral_program,2022-11-29
U0374,mobile_deposit,2022-08-19
U0374,budget_tracker,2022-06-25
U0375,debit_card,2023-05-03
U0375,mobile_deposit,2023-04-18
U0376,debit_card,2022-07-24
U0376,referral_program,2022-05-25
U0377,bill_pay,2023-05-12
U0377,referral_program,2023-07-14
U0378,referral_program,2023-07-30
U0378,mobile_deposit,2023-03-20
U0379,budget_tracker,2022-04-03
U0379,debit_card,2022-03-12
U0379,referral_program,2022-03-12
U0380,budget_tracker,2023-03-20
U0380,bill_pay,2023-07-31
U0380,referral_program,2023-06-19
U0381,debit_card,2023-07-28
U0382,referral_program,2022-05-16
U0382,mobile_deposit,2022-08-07
U0383,debit_card,2022-06-27
U0384,debit_card,2022-08-02
U0385,debit_card,2023-01-02
U0385,budget_tracker,2023-07-29
U0385,mobile_deposit,2023-01-08
U0386,referral_program,2022-12-03
U0386,mobile_deposit,2023-03-09
U0387,budget_tracker,2022-06-08
U0387,bill_pay,2022-08-11
U0388,debit_card,2022-10-09
U0388,bill_pay,2022-06-23
U0389,bill_pay,2022-09-24
U0389,budget_tracker,2022-08-15
U0389,debit_card,2022-04-27
U0390,bill_pay,2023-05-31
U0391,debit_card,2023-06-27
U0392,debit_card,2022-11-23
U0393,bill_pay,2022-12-22
U0393,mobile_deposit,2023-05-27
U0394,mobile_deposit,2023-08-10
U0394,budget_tracker,2023-05-22
U0395,mobile_deposit,2022-06-02
U0395,bill_pay,2022-11-19
U0395,debit_card,2022-04-11
U0396,referral_program,2023-03-10
U0396,bill_pay,2022-08-19
U0396,debit_card,2022-11-01
U0397,mobile_deposit,2023-04-19
U0398,mobile_deposit,2022-07-15
U0399,budget_tracker,2022-10-08
U0400,mobile_deposit,2023-02-01
U0400,budget_tracker,2022-12-19
U0401,bill_pay,2022-12-02
U0401,debit_card,2023-01-23
U0401,mobile_deposit,2023-03-20
U0402,bill_pay,2023-08-31
U0402,referral_program,2023-06-11
U0402,budget_tracker,2023-05-19
U0403,bill_pay,2022-07-29
U0403,budget_tracker,2022-05-23
U0403,mobile_deposit,2022-09-28
U0404,referral_program,2023-06-04
U0404,mobile_deposit,2023-09-06
U0404,budget_tracker,2023-06-09
U0405,bill_pay,2023-07-06
U0405,budget_tracker,2022-12-14
U0405,mobile_deposit,2023-08-14
U0406,mobile_deposit,2023-04-20
U0406,debit_card,2022-12-28
U0406,referral_program,2022-12-29
U0407,bill_pay,2022-09-20
U0407,budget_tracker,2022-10-03
U0407,mobile_deposit,2023-01-13
U0408,referral_program,2023-08-01
